Year,loc,Type,TrialNumber,PlotNumber,col,row,rep,Entry,DH,DM,PHMean,TKW,GYH
2021,Jeldu,JL21FBNHP01,1,29,12,2,2,3,79,,125.6666667,47.2,7709.2048
2021,Jeldu,JL21FBNHP01,1,35,6,2,2,4,92,,112.3333333,42,7891.5132
2021,Jeldu,JL21FBNHP01,1,34,7,2,2,5,78,,112.6666667,40.8,9397.073
2021,Jeldu,JL21FBNHP01,1,28,13,2,2,6,76,,113.3333333,41.2,
2021,Jeldu,JL21FBNHP01,1,21,20,2,2,7,85,,100,37.6,6296.3316
2021,Jeldu,JL21FBNHP01,1,40,1,2,2,8,77,,70.66666667,36.8,
2021,Jeldu,JL21FBNHP01,1,36,5,2,2,9,88,,86.66666667,36.8,4000.995
2021,Jeldu,JL21FBNHP01,1,22,19,2,2,10,76,,106,43.6,7129.9976
2021,Jeldu,JL21FBNHP01,1,30,11,2,2,11,81,,108.3333333,43.6,9610.1544
2021,Jeldu,JL21FBNHP01,1,31,10,2,2,12,79,,104.3333333,40.4,10221.806
2021,Jeldu,JL21FBNHP01,1,23,18,2,2,13,79,,110,47.6,9377.892
2021,Jeldu,JL21FBNHP01,1,33,8,2,2,14,73,,115,50.8,9241.2292
2021,Jeldu,JL21FBNHP01,1,39,2,2,2,15,79,,100,45.2,5148.6864
2021,Jeldu,JL21FBNHP01,1,24,17,2,2,16,74,,118.3333333,48.4,10951.757
2021,Jeldu,JL21FBNHP01,1,27,14,2,2,17,76,,105,48,8897.616
2021,Jeldu,JL21FBNHP01,1,26,15,2,2,18,77,,109.3333333,39.6,8087.4948
2021,Jeldu,JL21FBNHP01,1,37,4,2,2,19,81,,111.6666667,49.6,8233.8348
2021,Jeldu,JL21FBNHP01,1,25,16,2,2,20,80,,112.6666667,52,9795.132
2021,Jeldu,JL21FBNHP01,1,44,4,3,3,1,87,,126.3333333,63.2,9142.856
2021,Jeldu,JL21FBNHP01,1,49,9,3,3,2,87,,138.3333333,56.4,7925.2012
2021,Jeldu,JL21FBNHP01,1,41,1,3,3,3,81,,108.3333333,50.4,5279.7552
2021,Jeldu,JL21FBNHP01,1,51,11,3,3,4,88,,126.6666667,40,7484.352
2021,Jeldu,JL21FBNHP01,1,48,8,3,3,5,78,,116.6666667,45.2,9288.72
2021,Jeldu,JL21FBNHP01,1,45,5,3,3,6,79,,86,36.8,2329.138
2021,Jeldu,JL21FBNHP01,1,52,12,3,3,7,85,,106.6666667,37.2,8831.515
2021,Jeldu,JL21FBNHP01,1,59,19,3,3,8,77,,95,39.6,8200.8432
2021,Jeldu,JL21FBNHP01,1,46,6,3,3,9,87,,79,35.6,2576.308
2021,Jeldu,JL21FBNHP01,1,50,10,3,3,10,76,,105,46,6567.1592
2021,Jeldu,JL21FBNHP01,1,55,15,3,3,11,81,,105,45.2,7952.4984
2021,Jeldu,JL21FBNHP01,1,47,7,3,3,12,79,,100,40,9298.0256
2021,Jeldu,JL21FBNHP01,1,56,16,3,3,13,81,,113.3333333,44.4,7800.876
2021,Jeldu,JL21FBNHP01,1,42,2,3,3,14,74,,110,48.8,8318.016
2021,Jeldu,JL21FBNHP01,1,43,3,3,3,15,78,,110,41.2,7935.1584
2021,Jeldu,JL21FBNHP01,1,58,18,3,3,16,76,,105,42.4,7587.4532
2021,Jeldu,JL21FBNHP01,1,57,17,3,3,17,78,,101.6666667,38.4,6518.7248
2021,Jeldu,JL21FBNHP01,1,53,13,3,3,18,79,,96.66666667,40.8,6088.8996
2021,Jeldu,JL21FBNHP01,1,54,14,3,3,19,80,,105,52.4,8816.1696
2021,Jeldu,JL21FBNHP01,1,60,20,3,3,20,80,,100,48,7759.71
2021,Kofele,KF21FBNHP01,1,11,11,1,1,1,94,159,135,58,6072.2
2021,Kofele,KF21FBNHP01,1,8,8,1,1,2,95,159,145,60.5,5319.2
2021,Kofele,KF21FBNHP01,1,19,19,1,1,3,95,154,130,49.9,6328.8
2021,Kofele,KF21FBNHP01,1,3,3,1,1,4,98,160,130,44.1,6111.8
2021,Kofele,KF21FBNHP01,1,15,15,1,1,5,84,149,125,45.5,8881
2021,Kofele,KF21FBNHP01,1,17,17,1,1,6,80,144,120,46.3,7140.4
2021,Kofele,KF21FBNHP01,1,2,2,1,1,7,89,153,120,38.8,5527
2021,Kofele,KF21FBNHP01,1,4,4,1,1,8,80,149,90,40.5,1723.4
2021,Kofele,KF21FBNHP01,1,5,5,1,1,9,92,156,95,36.6,2572.2
2021,Kofele,KF21FBNHP01,1,6,6,1,1,10,82,154,90,34.4,1537.2
2021,Kofele,KF21FBNHP01,1,13,13,1,1,11,84,148,115,47.7,7658.4
2021,Kofele,KF21FBNHP01,1,7,7,1,1,12,84,148,100,43.2,4138.6
2021,Kofele,KF21FBNHP01,1,10,10,1,1,13,84,145,120,44.5,5932
2021,Kofele,KF21FBNHP01,1,9,9,1,1,14,82,146,125,49.9,6429.2
2021,Kofele,KF21FBNHP01,1,18,18,1,1,15,82,146,110,40.8,4518.2
2021,Kofele,KF21FBNHP01,1,14,14,1,1,16,81,148,115,46.3,7178
2021,Kofele,KF21FBNHP01,1,16,16,1,1,17,84,146,115,47.1,5171
2021,Kofele,KF21FBNHP01,1,20,20,1,1,18,88,148,110,40.9,5558.2
2021,Kofele,KF21FBNHP01,1,12,12,1,1,19,87,151,120,49.4,6871.2
2021,Kofele,KF21FBNHP01,1,1,1,1,1,20,82,154,115,51.1,6140.4
2021,Kofele,KF21FBNHP01,1,36,5,2,2,1,92,125,120,57.3,6822.8
2021,Kofele,KF21FBNHP01,1,38,3,2,2,2,95,158,145,58.2,4944.6
2021,Kofele,KF21FBNHP01,1,35,6,2,2,3,94,156,145,49.3,3140.2
2021,Kofele,KF21FBNHP01,1,21,20,2,2,4,106,160,135,43.5,7252.2
2021,Kofele,KF21FBNHP01,1,25,16,2,2,5,88,150,115,46,6982.6
2021,Kofele,KF21FBNHP01,1,33,8,2,2,6,80,145,100,41.3,2636.4
2021,Kofele,KF21FBNHP01,1,28,13,2,2,7,92,152,120,39.7,6871.2
2021,Kofele,KF21FBNHP01,1,24,17,2,2,8,81,150,110,44.3,4211.2
2021,Kofele,KF21FBNHP01,1,37,4,2,2,9,90,151,95,38.7,1474.4
2021,Kofele,KF21FBNHP01,1,31,10,2,2,10,82,146,110,43.9,3878.4
2021,Kofele,KF21FBNHP01,1,23,18,2,2,11,90,150,100,46.1,5100.4
2021,Kofele,KF21FBNHP01,1,32,9,2,2,12,84,145,105,49.7,7407.2
2021,Kofele,KF21FBNHP01,1,30,11,2,2,13,84,148,115,47.5,6874.6
2021,Kofele,KF21FBNHP01,1,27,14,2,2,14,79,145,115,50.6,6701.4
2021,Kofele,KF21FBNHP01,1,34,7,2,2,15,80,148,105,41.8,5359.2
2021,Kofele,KF21FBNHP01,1,39,2,2,2,16,78,145,120,44,5382.2
2021,Kofele,KF21FBNHP01,1,40,1,2,2,17,86,146,105,43.4,3311.8
2021,Kofele,KF21FBNHP01,1,26,15,2,2,18,86,149,110,39.5,5152
2021,Kofele,KF21FBNHP01,1,22,19,2,2,19,92,153,115,49.1,5384.6
2021,Kofele,KF21FBNHP01,1,29,12,2,2,20,86,152,120,49.4,7139
2021,Kofele,KF21FBNHP01,1,55,15,3,3,1,95,160,130,57.1,6466.4
2021,Kofele,KF21FBNHP01,1,52,12,3,3,2,96,160,135,57.4,5074.4
2021,Kofele,KF21FBNHP01,1,54,14,3,3,3,97,162,135,48.9,3997.6
2021,Kofele,KF21FBNHP01,1,45,5,3,3,4,99,159,125,42.9,7094.8
2021,Kofele,KF21FBNHP01,1,50,10,3,3,5,84,151,120,44.9,7450.2
2021,Kofele,KF21FBNHP01,1,49,9,3,3,6,82,148,110,39.2,1039.2
2021,Kofele,KF21FBNHP01,1,57,17,3,3,7,95,151,115,38.9,5980.4
2021,Kofele,KF21FBNHP01,1,53,13,3,3,8,79,149,105,44.3,4397
2021,Kofele,KF21FBNHP01,1,42,2,3,3,9,92,156,85,38.3,2038.8
2021,Kofele,KF21FBNHP01,1,47,7,3,3,10,84,149,95,39.6,1702.8
2021,Kofele,KF21FBNHP01,1,59,19,3,3,11,86,150,105,48.1,
2021,Kofele,KF21FBNHP01,1,41,1,3,3,12,81,145,105,47.4,5703.2
2021,Kofele,KF21FBNHP01,1,43,3,3,3,13,82,148,105,44.8,4271.8
2021,Kofele,KF21FBNHP01,1,51,11,3,3,14,80,150,130,49.9,6173.8
2021,Kofele,KF21FBNHP01,1,46,6,3,3,15,84,150,100,41.6,3677
2021,Kofele,KF21FBNHP01,1,56,16,3,3,16,80,149,110,48.1,6183.6
2021,Kofele,KF21FBNHP01,1,44,4,3,3,17,84,149,105,42.8,3375.6
2021,Kofele,KF21FBNHP01,1,58,18,3,3,18,92,149,110,38.9,5745.8
2021,Kofele,KF21FBNHP01,1,60,20,3,3,19,94,156,120,52.3,5060
2021,Kofele,KF21FBNHP01,1,48,8,3,3,20,86,152,110,49.1,6087.2
2022,Holetta,HO22FBNHP01,1,1,1,1,1,29,76,132,73,37.2,3874.541752
2022,Holetta,HO22FBNHP01,1,2,2,1,1,3,72,126,112,44,5081.993896
2022,Holetta,HO22FBNHP01,1,3,3,1,1,11,76,132,94.33333333,50.4,4157.820383
2022,Holetta,HO22FBNHP01,1,4,4,1,1,31,71,127,74.33333333,40.4,3199.190283
2022,Holetta,HO22FBNHP01,1,5,5,1,1,30,78,135,101.6666667,52,5428.746177
2022,Holetta,HO22FBNHP01,1,6,6,1,1,21,80,135,109.6666667,50.4,6556.778797
2022,Holetta,HO22FBNHP01,1,7,6,2,1,12,71,126,101.3333333,48.4,5639.637827
2022,Holetta,HO22FBNHP01,1,8,5,2,1,20,78,129,95.66666667,44.4,4664.634146
2022,Holetta,HO22FBNHP01,1,9,4,2,1,27,72,126,93.33333333,39.2,4569.450102
2022,Holetta,HO22FBNHP01,1,10,3,2,1,5,73,122,99.66666667,44,4497.363083
2022,Holetta,HO22FBNHP01,1,11,2,2,1,14,67,122,96.33333333,47.2,4179.001019
2022,Holetta,HO22FBNHP01,1,12,1,2,1,2,75,126,97.33333333,42.4,4952.631579
2022,Holetta,HO22FBNHP01,1,13,1,3,1,22,83,135,125,38.8,4027.789047
2022,Holetta,HO22FBNHP01,1,14,2,3,1,32,77,132,83.33333333,39.6,3218.951613
2022,Holetta,HO22FBNHP01,1,15,3,3,1,15,84,132,125,32,6410.376399
2022,Holetta,HO22FBNHP01,1,16,4,3,1,23,73,132,90,40.8,5122.824974
2022,Holetta,HO22FBNHP01,1,17,5,3,1,6,75,132,115.3333333,56.4,5744.813696
2022,Holetta,HO22FBNHP01,1,18,6,3,1,18,80,135,116,53.2,4916.129032
2022,Holetta,HO22FBNHP01,1,19,1,4,1,34,78,136,96.66666667,43.2,5212.348178
2022,Holetta,HO22FBNHP01,1,20,2,4,1,10,77,136,128,52.4,4653.754941
2022,Holetta,HO22FBNHP01,1,21,3,4,1,28,69,131,100.6666667,37.2,5848.484848
2022,Holetta,HO22FBNHP01,1,22,4,4,1,4,73,122,98.33333333,40,5176.267748
2022,Holetta,HO22FBNHP01,1,23,5,4,1,36,77,136,102.3333333,46,2369.433198
2022,Holetta,HO22FBNHP01,1,24,6,4,1,33,73,132,95,44.4,5465.517241
2022,Holetta,HO22FBNHP01,1,25,6,5,1,9,89,137,117,34.8,5452.129817
2022,Holetta,HO22FBNHP01,1,26,5,5,1,13,81,132,97.33333333,32,4992.922144
2022,Holetta,HO22FBNHP01,1,27,4,5,1,16,80,136,89.33333333,29.6,3397.959184
2022,Holetta,HO22FBNHP01,1,28,3,5,1,25,75,132,75,28.8,4719.91911
2022,Holetta,HO22FBNHP01,1,29,2,5,1,24,75,132,109.6666667,37.2,6058.383838
2022,Holetta,HO22FBNHP01,1,30,1,5,1,1,75,126,92,43.2,5697.55102
2022,Holetta,HO22FBNHP01,1,31,1,6,1,35,75,136,103.3333333,45.6,6169.617706
2022,Holetta,HO22FBNHP01,1,32,2,6,1,26,75,132,95.66666667,42,5840.24024
2022,Holetta,HO22FBNHP01,1,33,3,6,1,8,73,126,91.33333333,44.8,4223.814329
2022,Holetta,HO22FBNHP01,1,34,4,6,1,7,68,122,102.3333333,43.6,4752.178318
2022,Holetta,HO22FBNHP01,1,35,5,6,1,19,75,137,85.33333333,42.8,5545.454545
2022,Holetta,HO22FBNHP01,1,36,6,6,1,17,80,136,72.66666667,33.6,1267.005076
2022,Holetta,HO22FBNHP01,1,37,1,7,2,4,71,122,98.33333333,45.2,5708.299595
2022,Holetta,HO22FBNHP01,1,38,2,7,2,25,72,126,82,28,5015.555556
2022,Holetta,HO22FBNHP01,1,39,3,7,2,7,70,122,108,47.6,4658.763931
2022,Holetta,HO22FBNHP01,1,40,4,7,2,5,72,122,101.6666667,44.4,5606.262626
2022,Holetta,HO22FBNHP01,1,41,5,7,2,23,73,128,92.33333333,44.8,5776.930792
2022,Holetta,HO22FBNHP01,1,42,6,7,2,31,68,122,77.33333333,40,3334.817814
2022,Holetta,HO22FBNHP01,1,43,6,8,2,34,78,136,97,44,4568.839104
2022,Holetta,HO22FBNHP01,1,44,5,8,2,9,85,132,103.3333333,38.4,4413.00813
2022,Holetta,HO22FBNHP01,1,45,4,8,2,35,73,126,100.3333333,42.4,4220.554985
2022,Holetta,HO22FBNHP01,1,46,3,8,2,12,69,122,104.3333333,43.2,5335.211268
2022,Holetta,HO22FBNHP01,1,47,2,8,2,22,78,131,120.6666667,37.2,5147.283702
2022,Holetta,HO22FBNHP01,1,48,1,8,2,29,75,126,72,40.8,3636.548223
2022,Holetta,HO22FBNHP01,1,49,1,9,2,36,77,128,108.6666667,46.8,5284.04908
2022,Holetta,HO22FBNHP01,1,50,2,9,2,24,73,126,108.6666667,32,5563.823227
2022,Holetta,HO22FBNHP01,1,51,3,9,2,19,72,126,90.33333333,43.8,6629.149798
2022,Holetta,HO22FBNHP01,1,52,4,9,2,14,66,122,99,48.4,6402.235772
2022,Holetta,HO22FBNHP01,1,53,5,9,2,6,76,132,106.3333333,59.2,5761.727184
2022,Holetta,HO22FBNHP01,1,54,6,9,2,30,75,128,101,41.2,5833.097881
2022,Holetta,HO22FBNHP01,1,55,1,10,2,33,72,122,97,37.6,4426.25641
2022,Holetta,HO22FBNHP01,1,56,2,10,2,1,71,126,92.66666667,35.6,5932.99389
2022,Holetta,HO22FBNHP01,1,57,3,10,2,17,78,133,86.66666667,34.8,3796.938776
2022,Holetta,HO22FBNHP01,1,58,4,10,2,2,74,126,96.66666667,40.4,7225.252525
2022,Holetta,HO22FBNHP01,1,59,5,10,2,18,81,136,110,52.8,3557.788945
2022,Holetta,HO22FBNHP01,1,60,6,10,2,21,80,137,103,44.4,7483.983573
2022,Holetta,HO22FBNHP01,1,61,6,11,2,10,80,136,123.3333333,52.8,5707.72317
2022,Holetta,HO22FBNHP01,1,62,5,11,2,13,81,128,97.33333333,32.4,4618.072289
2022,Holetta,HO22FBNHP01,1,63,4,11,2,26,74,128,101.6666667,45.2,6510.365854
2022,Holetta,HO22FBNHP01,1,64,3,11,2,20,78,127,95.66666667,45.2,5837.959184
2022,Holetta,HO22FBNHP01,1,65,2,11,2,32,77,126,76.33333333,39.2,2412.004069
2022,Holetta,HO22FBNHP01,1,66,1,11,2,3,68,122,100.6666667,40.4,5660.182371
2022,Holetta,HO22FBNHP01,1,67,1,12,2,28,68,126,115.3333333,39.4,6574.56765
2022,Holetta,HO22FBNHP01,1,68,2,12,2,16,75,128,92.33333333,43.2,3811.044177
2022,Holetta,HO22FBNHP01,1,69,3,12,2,8,72,126,91.66666667,48,4833.6714
2022,Holetta,HO22FBNHP01,1,70,4,12,2,27,70,122,89.66666667,38,4928.658537
2022,Holetta,HO22FBNHP01,1,71,5,12,2,15,80,128,117,32,5489.134809
2022,Holetta,HO22FBNHP01,1,72,6,12,2,11,75,129,68,45.2,4661.22449
2022,Holetta,HO22FBNHP01,1,73,1,13,3,10,78,132,122,56,4221.792261
2022,Holetta,HO22FBNHP01,1,74,2,13,3,9,86,133,103.6666667,37.6,4313.096447
2022,Holetta,HO22FBNHP01,1,75,3,13,3,8,76,126,101.6666667,44.8,4827.071935
2022,Holetta,HO22FBNHP01,1,76,4,13,3,14,75,128,96.66666667,48.8,3541.453429
2022,Holetta,HO22FBNHP01,1,77,5,13,3,18,83,136,111,48.8,3589.216684
2022,Holetta,HO22FBNHP01,1,78,6,13,3,31,76,136,72.66666667,40.8,1955.353535
2022,Holetta,HO22FBNHP01,1,79,6,14,3,36,81,136,107,50.8,3504.540868
2022,Holetta,HO22FBNHP01,1,80,5,14,3,25,75,128,61,31.6,2555.420466
2022,Holetta,HO22FBNHP01,1,81,4,14,3,17,83,132,75.33333333,38.8,2012.096774
2022,Holetta,HO22FBNHP01,1,82,3,14,3,20,82,132,78.66666667,47.6,2392.849847
2022,Holetta,HO22FBNHP01,1,83,2,14,3,15,81,132,116,34,5416.938776
2022,Holetta,HO22FBNHP01,1,84,1,14,3,29,74,128,77.66666667,44,4039.551478
2022,Holetta,HO22FBNHP01,1,85,1,15,3,34,76,129,100,43.2,5263.254862
2022,Holetta,HO22FBNHP01,1,86,2,15,3,1,74,122,81.33333333,44.4,4119.191919
2022,Holetta,HO22FBNHP01,1,87,3,15,3,26,75,126,100.3333333,48.8,3771.629779
2022,Holetta,HO22FBNHP01,1,88,4,15,3,5,73,122,94.66666667,42.8,3618.14475
2022,Holetta,HO22FBNHP01,1,89,5,15,3,6,77,132,99,50,2420.73922
2022,Holetta,HO22FBNHP01,1,90,6,15,3,11,74,126,99,47.2,2742.510121
2022,Holetta,HO22FBNHP01,1,91,1,16,3,33,71,122,97.33333333,47.2,5785.117227
2022,Holetta,HO22FBNHP01,1,92,2,16,3,24,72,126,108.6666667,37.2,4477.766497
2022,Holetta,HO22FBNHP01,1,93,3,16,3,35,74,122,97.66666667,44.4,4105.476673
2022,Holetta,HO22FBNHP01,1,94,4,16,3,27,68,113,80.33333333,36,2062.640737
2022,Holetta,HO22FBNHP01,1,95,5,16,3,23,72,126,82,40.8,3617.177914
2022,Holetta,HO22FBNHP01,1,96,6,16,3,3,67,122,109,41.6,6693.724696
2022,Holetta,HO22FBNHP01,1,97,6,17,3,28,68,126,104.6666667,36.4,6331.987891
2022,Holetta,HO22FBNHP01,1,98,5,17,3,13,78,128,93,37.6,4453.698075
2022,Holetta,HO22FBNHP01,1,99,4,17,3,7,68,122,107,45.2,4106.910569
2022,Holetta,HO22FBNHP01,1,100,3,17,3,2,73,122,100.6666667,44.4,4562.398374
2022,Holetta,HO22FBNHP01,1,101,2,17,3,22,81,131,114.3333333,37.6,4760.081054
2022,Holetta,HO22FBNHP01,1,102,1,17,3,30,74,128,114.6666667,52.4,5359.8778
2022,Holetta,HO22FBNHP01,1,103,1,18,3,4,73,122,100,41.6,5555.891239
2022,Holetta,HO22FBNHP01,1,104,2,18,3,16,76,126,90,33.2,3986.828774
2022,Holetta,HO22FBNHP01,1,105,3,18,3,19,68,128,85.33333333,42.4,5273.98374
2022,Holetta,HO22FBNHP01,1,106,4,18,3,12,71,122,96.33333333,46.4,5089.361702
2022,Holetta,HO22FBNHP01,1,107,5,18,3,32,74,122,83.33333333,37.6,3727.772126
2022,Holetta,HO22FBNHP01,1,108,6,18,3,21,79,132,110,49.6,6553.688525
2022,Bekoji,BK22FBNHP01,1,1,1,1,1,29,84,147,90,43.5,6175.975976
2022,Bekoji,BK22FBNHP01,1,2,2,1,1,32,82,146,120,37.4,7122.865554
2022,Bekoji,BK22FBNHP01,1,3,3,1,1,17,85,150,120,38.9,6508.730159
2022,Bekoji,BK22FBNHP01,1,4,4,1,1,13,90,148,123,37.7,4731.800766
2022,Bekoji,BK22FBNHP01,1,5,5,1,1,9,93,144,140,36.9,3980.913706
2022,Bekoji,BK22FBNHP01,1,6,6,1,1,5,82,146,120,30.8,4707.042254
2022,Bekoji,BK22FBNHP01,1,7,6,2,1,23,83,152,115,40.3,5745.711403
2022,Bekoji,BK22FBNHP01,1,8,5,2,1,18,88,154,145,50.6,6342.280525
2022,Bekoji,BK22FBNHP01,1,9,4,2,1,7,77,145,135,46,4520.2
2022,Bekoji,BK22FBNHP01,1,10,3,2,1,4,80,143,125,46.1,5912.810328
2022,Bekoji,BK22FBNHP01,1,11,2,2,1,14,73,146,130,45.6,5659.980139
2022,Bekoji,BK22FBNHP01,1,12,1,2,1,35,82,150,130,48.3,6739.712919
2022,Bekoji,BK22FBNHP01,1,13,1,3,1,15,92,152,140,35,7853.639847
2022,Bekoji,BK22FBNHP01,1,14,2,3,1,31,85,144,110,33.7,4275.903614
2022,Bekoji,BK22FBNHP01,1,15,3,3,1,19,84,155,110,46.1,7494.874372
2022,Bekoji,BK22FBNHP01,1,16,4,3,1,26,82,152,115,47.8,6776.946411
2022,Bekoji,BK22FBNHP01,1,17,5,3,1,36,86,153,115,46.1,5954.141414
2022,Bekoji,BK22FBNHP01,1,18,6,3,1,6,82,154,135,53.8,6835.866261
2022,Bekoji,BK22FBNHP01,1,19,1,4,1,8,80,145,120,46.6,5402.40481
2022,Bekoji,BK22FBNHP01,1,20,2,4,1,3,78,145,130,45,5435.785288
2022,Bekoji,BK22FBNHP01,1,21,3,4,1,2,82,148,135,43.3,6258.109453
2022,Bekoji,BK22FBNHP01,1,22,4,4,1,20,86,150,125,49,7078.642715
2022,Bekoji,BK22FBNHP01,1,23,5,4,1,12,82,144,115,44.2,6241.99005
2022,Bekoji,BK22FBNHP01,1,24,6,4,1,25,84,148,90,27.3,4455.104063
2022,Bekoji,BK22FBNHP01,1,25,6,5,1,24,80,151,125,39.6,8096.83605
2022,Bekoji,BK22FBNHP01,1,26,5,5,1,21,89,154,135,45.2,5979.408767
2022,Bekoji,BK22FBNHP01,1,27,4,5,1,11,82,149,140,47.1,7141.08053
2022,Bekoji,BK22FBNHP01,1,28,3,5,1,10,89,155,140,49.5,3364.670051
2022,Bekoji,BK22FBNHP01,1,29,2,5,1,34,84,152,125,43.2,6833.739837
2022,Bekoji,BK22FBNHP01,1,30,1,5,1,30,86,157,135,55.7,7124.048096
2022,Bekoji,BK22FBNHP01,1,31,1,6,1,27,82,148,105,37.2,5766.375121
2022,Bekoji,BK22FBNHP01,1,32,2,6,1,33,85,155,115,41.2,5636.27153
2022,Bekoji,BK22FBNHP01,1,33,3,6,1,1,80,150,115,43.5,6837.487733
2022,Bekoji,BK22FBNHP01,1,34,4,6,1,28,82,151,130,42.7,6999.192735
2022,Bekoji,BK22FBNHP01,1,35,5,6,1,16,86,153,115,39.8,8321.73913
2022,Bekoji,BK22FBNHP01,1,36,6,6,1,22,90,153,140,39.8,8044.579534
2022,Bekoji,BK22FBNHP01,1,37,1,7,2,5,80,148,120,47.2,8132.817038
2022,Bekoji,BK22FBNHP01,1,38,2,7,2,30,87,155,140,51.9,6581.983806
2022,Bekoji,BK22FBNHP01,1,39,3,7,2,22,90,155,145,38.3,5754.325956
2022,Bekoji,BK22FBNHP01,1,40,4,7,2,25,80,144,90,44.9,4120.686176
2022,Bekoji,BK22FBNHP01,1,41,5,7,2,35,83,154,130,47.1,7522.740814
2022,Bekoji,BK22FBNHP01,1,42,6,7,2,6,85,152,145,56,6117.953862
2022,Bekoji,BK22FBNHP01,1,43,6,8,2,29,84,145,105,56,4306.868687
2022,Bekoji,BK22FBNHP01,1,44,5,8,2,24,83,152,135,35.2,7208.617234
2022,Bekoji,BK22FBNHP01,1,45,4,8,2,27,81,144,110,34.1,3453.883972
2022,Bekoji,BK22FBNHP01,1,46,3,8,2,8,80,145,115,40.9,5696.370968
2022,Bekoji,BK22FBNHP01,1,47,2,8,2,23,85,151,110,34.2,4596.569122
2022,Bekoji,BK22FBNHP01,1,48,1,8,2,15,93,152,135,25.8,3921.025641
2022,Bekoji,BK22FBNHP01,1,49,1,9,2,17,85,150,115,37.1,7909.575518
2022,Bekoji,BK22FBNHP01,1,50,2,9,2,11,82,153,125,39,5226.236125
2022,Bekoji,BK22FBNHP01,1,51,3,9,2,1,80,146,120,41.5,6995.538312
2022,Bekoji,BK22FBNHP01,1,52,4,9,2,2,84,148,125,38.4,6184.07767
2022,Bekoji,BK22FBNHP01,1,53,5,9,2,7,74,145,120,46,5443.2111
2022,Bekoji,BK22FBNHP01,1,54,6,9,2,19,82,155,115,43.1,7455.387714
2022,Bekoji,BK22FBNHP01,1,55,1,10,2,32,82,148,120,39.4,6652.432969
2022,Bekoji,BK22FBNHP01,1,56,2,10,2,21,90,156,135,41.3,5961.749746
